client_id,time,day,month,code,type_description,amount,target
23188180,75840.0,397,13,5331,0,-1774.27,0
65309740,52668.0,341,11,6010,4,6737.75,1
20852671,0.0,19,0,5943,0,-13273.36,0
86227647,39951.0,108,3,6011,2,-44918.32,0
49543927,68751.0,358,11,6011,2,-8983.66,1
97968421,28803.0,251,8,6010,1,56147.89,1
76510478,30712.0,172,5,4829,1,-24907.21,1
13182172,72701.0,230,7,6010,1,13475.49,0
96275300,46603.0,189,6,5331,0,-1347.55,1
82247147,10532.0,192,6,4814,3,-6737.75,1
5987772,79707.0,202,6,4814,3,-1122.96,0
93798164,0.0,301,9,5541,0,-11228.91,0
59233664,55800.0,231,7,4829,5,-4491.83,0
2381924,0.0,340,11,8011,0,-21111.61,0
2865095,0.0,88,2,5411,0,-15889.85,0
58478564,43923.0,213,7,5722,0,-3031.99,0
68530030,18508.0,76,2,5812,0,-1190.34,0
92326906,59583.0,441,14,6011,2,-65131.56,1
48355809,0.0,257,8,5411,0,-19143.96,1
81173369,61343.0,15,0,6011,2,-40426.48,0
95335790,40429.0,330,10,5411,0,-671.53,0
26511631,42735.0,456,15,5261,0,-219827.99,0
74259432,59418.0,295,9,4814,3,-1122.96,1
5932441,55842.0,119,3,4829,1,-22459.16,1
26422855,18541.0,189,6,6011,4,11229.58,1
85781818,49615.0,56,1,6011,2,-673774.73,0
74250583,29771.0,131,4,5499,0,-1527.22,0
1976337,53716.0,320,10,5599,0,-27198.04,0
92692871,0.0,371,12,5691,0,-22436.7,0
23654718,0.0,349,11,5411,0,-1619.31,0
70665012,0.0,381,12,6012,6,53901.98,0
28565033,70510.0,232,7,5499,0,-8220.05,0
50762315,37193.0,407,13,4814,3,-26950.99,0
44570920,77170.0,199,6,4829,1,-404264.84,0
86377597,47932.0,178,5,5541,0,-43068.35,1
91128848,48223.0,150,4,5499,0,-10329.87,0
34997570,50704.0,315,10,4814,3,-1122.96,0
6186589,55920.0,299,9,4814,3,-1347.55,1
82881815,62125.0,316,10,5411,0,-15800.02,0
41426070,0.0,251,8,5411,0,-99316.87,1
22450434,17286.0,413,13,6011,2,-53901.98,0
450407,60316.0,109,3,6010,1,21336.2,1
76770632,50425.0,393,12,4814,3,-6737.75,0
9497605,0.0,96,3,5732,0,-77484.09,0
81673597,37518.0,263,8,7311,0,-6962.34,0
84203354,71976.0,308,10,5541,0,-7344.14,1
18501812,36863.0,92,3,6011,2,-31442.82,1
13324952,54820.0,31,1,4814,3,-1122.96,0
11691762,0.0,228,7,5411,0,-8736.61,1
49220108,0.0,350,11,5411,0,-2243.67,0
69396837,50187.0,60,1,6011,2,-110049.87,1
76606773,22350.0,314,10,5541,0,-11225.31,0
92794277,72199.0,3,0,5631,0,-8467.1,1
49914960,54626.0,284,9,6011,4,179673.26,0
17518271,32520.0,413,13,6010,1,29107.07,0
79206023,46700.0,334,11,6011,2,-2245.92,1
97187090,56833.0,77,2,4814,3,-19090.28,0
82382602,54266.0,385,12,6011,2,-112295.79,0
54888680,48241.0,415,13,6010,1,4559.21,1
26358410,41930.0,349,11,5411,0,-10730.99,1
45099272,50969.0,89,2,5411,0,-1537.33,1
25537795,65901.0,363,11,6011,2,-22459.16,0
9045235,71340.0,289,9,6011,2,-44918.32,0
63299169,46433.0,85,2,5983,0,-11701.22,0
94209253,50945.0,58,1,5499,0,-5277.9,0
70391198,49763.0,269,8,6011,2,-22459.16,0
86738648,68759.0,7,0,4814,3,-2245.92,0
58979178,68459.0,5,0,5411,0,-2209.98,0
75360806,30616.0,252,8,4829,1,-134754.95,1
94050884,45187.0,419,13,6011,2,-67377.47,0
95803225,42217.0,267,8,4814,3,-1122.96,1
58283353,56988.0,319,10,6011,2,-211116.08,1
10377190,0.0,393,12,5211,0,-7119.55,0
5115320,42446.0,227,7,6011,2,-11229.58,1
3484785,33480.0,311,10,4814,3,-2245.92,1
46882226,46343.0,383,12,6011,2,-168443.68,1
24505439,60201.0,254,8,4814,3,-898.37,0
1699717,63120.0,149,4,5311,0,-11117.28,0
22970531,60978.0,270,8,4814,3,-7433.98,0
1764918,41714.0,420,13,5912,0,-2290.83,0
22383843,71993.0,114,3,5411,0,-2448.05,0
14001176,70450.0,441,14,6011,2,-11229.58,0
36622596,48778.0,125,4,6010,1,11229.58,1
82235884,61831.0,96,3,6010,1,8451.38,1
32550221,40150.0,186,6,5411,0,-36075.92,1
73534440,58556.0,41,1,6010,1,6417.26,1
73110554,80521.0,38,1,5411,0,-2582.8,1
14205771,32950.0,231,7,6011,2,-22459.16,1
16214146,54233.0,291,9,4814,3,-224.59,1
98362353,0.0,224,7,5499,0,-4572.68,0
69705338,55902.0,315,10,5814,0,-28523.13,1
4879397,57302.0,67,2,4814,3,-6737.75,1
75211941,42529.0,203,6,6010,1,636492.53,1
31236013,66066.0,334,11,5411,0,-2133.62,1
24497218,36134.0,147,4,4814,3,-44918.32,0
27636980,34283.0,197,6,6011,2,-11229.58,1
19309943,47059.0,348,11,6011,2,-8983.66,1
20336527,0.0,366,12,5411,0,-3997.51,1
86695282,63749.0,168,5,6011,2,-5614.79,0
78214402,74243.0,202,6,5411,0,-143334.34,1
91924772,53324.0,237,7,4814,3,-4491.83,1
57309825,48408.0,52,1,4814,3,-6121.24,1
52531468,73594.0,82,2,6011,2,-17967.33,0
29894123,82620.0,208,6,6010,1,58371.35,1
45339969,67294.0,332,10,5411,0,-16244.71,0
31433889,0.0,113,3,7311,0,-2245.92,1
92627852,65420.0,231,7,6010,1,8983.66,0
53708094,66458.0,181,5,6011,2,-33688.74,1
97068969,56981.0,209,6,4814,3,-2245.92,0
68511053,49938.0,410,13,5411,0,-5590.08,1
70780820,62289.0,217,7,6010,1,7299.23,0
18904103,43723.0,378,12,5812,0,-3930.35,1
54518053,52709.0,441,14,6011,2,-33688.74,0
26863470,60585.0,28,0,6011,2,-4491.83,1
3854679,62452.0,139,4,6011,2,-224591.58,0
31097536,43788.0,427,14,6011,2,-110049.87,0
46862332,59606.0,269,8,6010,1,11229.58,1
13833761,52302.0,284,9,5411,0,-1392.47,0
60293458,0.0,389,12,5812,0,-14912.88,1
64368728,14333.0,231,7,4814,3,-224.59,0
63159770,28133.0,419,13,4829,1,-22459.16,0
28818415,67757.0,189,6,4829,5,-2245.92,0
36187758,4481.0,193,6,6011,2,-2245.92,0
73410167,46310.0,150,4,6011,4,112295.79,1
95032259,50225.0,201,6,5411,0,-9365.47,1
29041434,24349.0,323,10,6010,1,7905.62,0
95602389,50091.0,9,0,5331,0,-60639.73,0
35845743,79239.0,72,2,4812,0,-7124.04,0
99431667,44046.0,334,11,4829,1,-33688.74,1
84425967,68835.0,285,9,5499,0,-12914.02,0
4895767,63166.0,209,6,5499,0,-3878.7,0
84712006,3739.0,409,13,6010,1,5727.09,1
87084168,59402.0,26,0,6010,1,2560.34,1
17662250,72366.0,139,4,6011,2,-673774.73,1
39270809,61529.0,120,3,6011,2,-471642.31,1
42468580,63076.0,436,14,5411,0,-5917.99,0
14837954,49904.0,350,11,6011,2,-217853.83,1
58440474,58288.0,248,8,6011,2,-22459.16,0
9819899,0.0,144,4,7995,0,-6737.75,0
90345699,44914.0,105,3,4829,1,-11229.58,1
89185088,43881.0,394,12,5411,0,-3952.81,1
48198100,76642.0,24,0,5411,0,-4263.87,1
42024119,31854.0,12,0,5641,0,-14441.24,0
70780820,46514.0,286,9,6010,1,14216.65,0
55392310,59224.0,146,4,6011,2,-6737.75,0
92659530,69376.0,349,11,5411,0,-2548.44,0
52575122,0.0,449,14,6011,2,-2245.92,1
18889791,49787.0,138,4,6010,1,5480.03,0
31866630,59713.0,230,7,5411,0,-1302.63,1
67628722,49655.0,210,6,4829,1,-4491.83,0
4512522,0.0,58,1,5411,0,-39245.58,0
39816059,37732.0,386,12,6011,2,-22459.16,0
11661930,60525.0,346,11,4829,1,-67377.47,1
92204515,31251.0,294,9,5411,0,-1277.93,0
3854679,47066.0,363,11,5411,0,-4042.65,0
33226253,65516.0,264,8,6011,4,6737.75,0
70780820,38684.0,195,6,6010,1,13587.79,1
38640666,23670.0,208,6,6011,2,-22459.16,0
67327004,38448.0,147,4,4814,3,-22.46,1
81479825,68338.0,91,3,4814,3,-6737.75,0
49111108,62981.0,256,8,6011,2,-20213.24,0
92316134,69432.0,216,7,4814,3,-3368.87,1
38051836,49018.0,379,12,6011,2,-11229.58,1
38691781,57963.0,308,10,6010,1,460.41,1
91942377,39494.0,145,4,6011,2,-6737.75,1
40142061,53282.0,170,5,5661,0,-64457.78,1
24711698,70910.0,6,0,5411,0,-10174.0,0
94183560,53808.0,333,10,4814,3,-224.59,0
53456653,54005.0,406,13,6011,2,-2245.92,0
30739309,33763.0,61,2,6011,2,-22459.16,0
56917927,42514.0,375,12,4814,3,-2245.92,1
28336212,0.0,413,13,5814,0,-6108.89,0
15474511,46960.0,205,6,6011,2,-13475.49,1
1461541,23972.0,368,12,5541,0,-19095.9,1
11139526,55808.0,325,10,6011,4,112295.79,0
47264465,70754.0,361,11,6010,1,101066.21,1
11701078,41960.0,238,7,6010,1,22.46,0
65309740,44626.0,215,7,6010,1,26950.99,1
79057931,15848.0,138,4,4814,3,-1122.96,0
95751931,53864.0,356,11,5814,0,-5053.31,0
70192661,0.0,118,3,5411,0,-3200.43,0
8014460,66172.0,252,8,6010,1,14934.22,1
68937660,81691.0,286,9,4814,3,-4491.83,1
52575122,79460.0,327,10,6011,2,-4491.83,0
69705338,0.0,137,4,5999,0,-71644.71,1
87084168,57670.0,104,3,6010,1,5188.07,0
70780820,13197.0,199,6,6010,1,6445.78,0
65026370,22072.0,89,2,4814,3,-224.59,1
67446321,60067.0,269,8,4829,1,-16844.37,0
59709592,58328.0,418,13,5411,0,-6665.65,0
86819230,53669.0,277,9,5499,0,-1055.58,0
66498262,30870.0,339,11,4814,3,-2245.92,0
16751713,66089.0,95,3,5411,0,-60820.3,1
1521146,0.0,122,4,5541,0,-15137.47,1
22931716,63919.0,210,6,6011,2,-22459.16,1
96280753,35723.0,379,12,5499,0,-4624.79,0
79482155,63737.0,379,12,5411,0,-4716.42,0
25270793,60514.0,38,1,6010,1,43319.22,1
15515571,45026.0,432,14,5331,0,-1549.68,0
16198741,67043.0,448,14,5331,0,-203929.15,0
9978856,25013.0,340,11,4814,3,-11229.58,0
70938867,36620.0,217,7,5499,0,-1210.32,0
3743929,54198.0,103,3,5912,0,-1572.14,1
34200809,0.0,104,3,5814,0,-4267.24,0
65981094,53281.0,306,10,6011,2,-110049.87,0
98960635,0.0,213,7,5331,0,-1078.04,1
9044015,78846.0,395,13,6010,1,50578.02,1
85861930,61166.0,330,10,6010,1,6647.91,0
64980975,22542.0,409,13,6011,2,-11229.58,0
84576470,46888.0,356,11,4829,1,-11319.42,1
49836853,69628.0,416,13,5651,0,-53569.58,0
82173531,33181.0,317,10,5211,6,22301.94,0
77258785,0.0,9,0,5411,0,-10284.05,1
17396832,62404.0,332,10,5411,0,-10084.16,1
99388499,0.0,305,10,4121,0,-4491.83,0
2354592,81059.0,93,3,6011,2,-112295.79,1
73197097,63193.0,329,10,4814,3,-1122.96,0
96274348,47483.0,157,5,6051,0,-67660.23,1
70690635,3855.0,128,4,6010,1,112295.79,0
4584304,30354.0,19,0,5331,0,-5356.51,0
90610152,3824.0,393,12,4814,3,-1122.96,0
74800099,54061.0,105,3,6010,1,134754.95,1
36734580,3939.0,228,7,6011,2,-22459.16,1
73287480,77487.0,181,5,5411,0,-13632.71,1
95312022,0.0,48,1,5699,0,-2717.56,0
49603445,75417.0,235,7,4900,0,-60869.93,1
79751608,39870.0,320,10,5912,0,-14095.82,1
67267524,36670.0,52,1,6011,2,-44918.32,0
66580583,38371.0,301,9,5411,0,-1212.79,1
29894123,42330.0,334,11,6010,1,15362.06,0
27213328,64020.0,156,5,5912,0,-7328.42,0
14076810,0.0,109,3,5812,0,-36451.21,1
20387931,50366.0,119,3,6011,2,-56147.89,1
84534351,78721.0,48,1,4814,3,-1122.96,1
50079853,32418.0,265,8,6011,2,-22459.16,1
17774807,85907.0,105,3,4814,3,-2245.92,0
73300172,41037.0,269,8,6010,1,22459.16,0
70780820,17164.0,327,10,6010,1,3705.76,0
51611278,41640.0,398,13,4829,1,-4491.83,1
82777964,50269.0,261,8,5331,0,-6737.75,1
5360260,64846.0,36,1,5311,0,-1490.84,0
94803765,38748.0,117,3,6011,2,-16844.37,0
80954841,649.0,92,3,4814,3,-1122.96,0
69742166,25251.0,366,12,6011,2,-22459.16,1
4165598,0.0,106,3,5814,0,-3593.47,1
78336819,56692.0,206,6,5411,0,-22593.91,1
96297127,71525.0,194,6,5499,0,-2897.23,1
36599781,75442.0,307,10,5411,0,-1947.21,0
48434170,66868.0,87,2,6011,2,-89836.63,0
31810428,56791.0,335,11,6011,5,-168.44,0
62605812,44129.0,268,8,5814,0,-4941.01,1
89989620,0.0,242,7,5735,0,-26726.4,0
13025490,70648.0,448,14,5499,0,-4604.13,0
48971428,40916.0,446,14,6011,2,-15721.41,0
44857168,40805.0,381,12,6010,1,11678.76,0
99220694,74336.0,200,6,4814,3,-1122.96,1
63826837,74864.0,282,9,5411,0,-42896.99,1
9659665,68904.0,292,9,6010,1,224591.58,0
98301999,48579.0,210,6,6011,2,-11229.58,1
78771111,71555.0,441,14,6536,0,-5614.79,0
58866054,70508.0,108,3,5411,0,-2223.46,0
81479064,65630.0,101,3,6010,1,242558.9,0
81021159,0.0,360,11,5661,0,-6019.05,0
67365860,67814.0,338,11,6010,1,6737.75,0
19805868,52881.0,363,11,4829,5,-223.69,0
59284472,46703.0,1,0,5812,0,-336.89,0
30283845,36964.0,426,14,4814,3,-1122.96,0
47403260,47194.0,381,12,6011,2,-280739.47,0
60004384,43191.0,95,3,5912,0,-898.37,0
73016129,39373.0,305,10,6010,1,22459.16,0
48709595,75058.0,276,9,5411,0,-34384.97,0
20958532,83426.0,322,10,5411,0,-3523.84,0
64694340,10760.0,361,11,4814,3,-1122.96,1
10110730,0.0,171,5,5411,0,-10929.52,0
64152962,0.0,362,11,5411,0,-1819.19,0
29175248,0.0,454,14,5912,0,-1084.78,0
76510478,31340.0,319,10,4829,5,-215.61,1
74619328,32543.0,20,0,5411,0,-6400.86,1
5591410,67574.0,217,7,6011,2,-224591.58,1
16542862,65941.0,332,10,5411,0,-3701.72,1
27005693,67531.0,312,10,5411,0,-1527.22,0
19006787,49217.0,453,14,5499,0,-8267.22,0
57295414,55181.0,448,14,5411,0,-20918.01,0
74519316,29727.0,217,7,6011,2,-336887.37,0
74760028,64678.0,300,9,6011,2,-4491.83,1
73238226,73626.0,143,4,5411,0,-5502.49,0
56086567,68315.0,315,10,4814,3,-4491.83,0
66653810,65208.0,402,13,6011,2,-22459.16,0
85695839,55455.0,272,8,6011,4,33688.74,0
50907611,35667.0,323,10,6010,4,449183.15,0
21590602,0.0,393,12,5813,0,-2245.92,0
52043244,0.0,99,3,5411,0,-12276.18,1
35549929,0.0,80,2,5812,0,-2223.46,0
53551644,41659.0,189,6,5411,0,-2277.81,1
28818415,72183.0,410,13,4829,5,-1122.96,1
5373287,29385.0,417,13,6011,2,-87590.72,0
70227980,60916.0,367,12,5499,0,-14306.48,1
70909336,67800.0,40,1,6011,2,-51656.06,1
62106307,52438.0,298,9,4814,3,-3368.87,0
86053380,41142.0,336,11,5699,0,-6535.61,0
89761230,53423.0,420,13,4814,3,-13475.49,0
65639862,74920.0,219,7,6011,2,-33688.74,0
54326193,69602.0,128,4,4814,3,-1122.96,0
70475688,56283.0,247,8,6010,1,67377.47,0
87979996,31787.0,211,6,4900,0,-1657.49,0
84712006,55240.0,73,2,6010,1,5839.38,1
85967320,37232.0,397,13,4814,3,-2245.92,1
60348703,50370.0,188,6,4829,1,-17473.22,1
87372275,63512.0,137,4,6010,1,17967.33,0
15982939,47990.0,225,7,6011,2,-22459.16,0
81522114,61590.0,442,14,5411,0,-24956.17,0
96557810,38503.0,123,4,4829,1,-673.77,1
82356324,57398.0,285,9,6011,2,-6737.75,1
55756474,57836.0,216,7,6011,2,-44918.32,1
64960269,55238.0,230,7,6011,2,-62885.64,0
27270006,65466.0,69,2,6010,1,6737.75,0
6180127,0.0,136,4,5411,0,-855.69,1
81021159,66543.0,190,6,5411,0,-20419.87,1
84803089,43636.0,384,12,5499,0,-9336.27,0
20976392,77460.0,65,2,4814,3,-2245.92,0
4906390,53368.0,245,8,6011,2,-44918.32,0
73580723,0.0,308,10,5411,0,-12880.33,1
54888680,56768.0,302,9,4829,5,-15721.41,0
89262096,70748.0,38,1,4814,3,-6737.75,0
94322959,34678.0,237,7,6011,2,-20213.24,1
3323243,37960.0,0,0,6011,2,-11229.58,0
64701057,84946.0,349,11,5812,0,-51094.58,0
42473263,53377.0,399,13,6011,2,-67377.47,0
18753299,0.0,391,12,5814,0,-7995.46,1
20646461,0.0,364,12,5541,0,-44918.32,1
60293458,60257.0,408,13,5411,0,-2358.21,1
78570232,9702.0,206,6,5411,0,-29225.65,1
5009599,32887.0,453,14,6010,1,26950.99,0
59267013,74569.0,333,10,5411,0,-25244.09,1
94046100,69645.0,302,9,5813,0,-11004.99,1
58878219,61338.0,83,2,5912,0,-13411.94,1
1256938,53171.0,405,13,6011,2,-22459.16,0
71471760,46359.0,219,7,6011,2,-26950.99,0
65624593,62084.0,90,2,5912,0,-4738.88,0
70780820,44247.0,168,5,6010,1,6131.35,0
17899884,0.0,270,8,5541,0,9035.32,0
70780820,16989.0,204,6,6010,1,4357.08,0
50175595,62480.0,440,14,5411,0,-2703.41,0
37849382,0.0,174,5,5541,0,-22459.16,0
5009599,68610.0,450,14,4814,3,-4491.83,0
80670685,35395.0,335,11,4814,3,-2245.92,1
4015488,32912.0,110,3,6011,2,-67377.47,1
45729557,0.0,305,10,5411,0,-6614.22,1
69847265,35459.0,341,11,6010,1,44918.32,1
14154056,59213.0,370,12,5411,0,-1471.07,1
24666275,36749.0,298,9,6011,2,-22459.16,0
53882112,71977.0,377,12,6011,2,-314428.21,1
93462786,74062.0,112,3,4814,3,-1122.96,0
88199460,74654.0,85,2,4829,1,-6737.75,0
42473263,67745.0,350,11,6010,1,852100.44,1
53882112,0.0,55,1,5499,0,-3795.6,0
186730,57030.0,291,9,6010,1,62885.64,0
11701078,53659.0,449,14,6010,1,1608.52,0
67453486,54876.0,432,14,5499,0,-4132.49,1
22882838,0.0,285,9,5411,0,-3275.67,1
56179132,50390.0,208,6,4814,3,-1122.96,1
5648805,39428.0,213,7,5411,0,-5125.18,1
27270006,66176.0,292,9,6011,2,-22459.16,1
49913122,82030.0,81,2,6010,1,22459.16,1
2400211,839.0,285,9,4814,3,-5614.79,1
8816632,54967.0,452,14,5411,0,-10544.57,0
70780820,47302.0,285,9,6010,1,4020.19,1
46084699,23115.0,21,0,6010,1,157214.1,0
26414141,24895.0,59,1,4814,3,-2245.92,0
54186907,46718.0,266,8,4814,3,-2245.92,0
24054274,41785.0,231,7,5411,0,-5368.19,1
40538394,58175.0,235,7,5411,0,-17720.28,1
55115986,35179.0,288,9,6011,4,112295.79,0
79434044,60086.0,44,1,5411,0,-7793.33,0
57126993,58855.0,9,0,5411,0,-4669.26,0
69934694,34131.0,406,13,4829,1,-112295.79,0
83217980,47502.0,91,3,4829,1,-665914.03,1
75278479,71305.0,444,14,6011,2,-471642.31,1
4033578,29876.0,307,10,5912,0,-22167.19,0
73263344,41331.0,373,12,6011,2,-11229.58,1
62715587,80499.0,101,3,5211,0,-154069.82,0
92084712,45969.0,434,14,5411,0,-3593.47,0
50988636,0.0,307,10,6051,0,-13879.76,1
15836839,24245.0,25,0,4814,3,-2245.92,0
91073908,0.0,226,7,5699,0,-188589.55,0
7675526,33124.0,321,10,6010,1,67377.47,0
78093242,48742.0,122,4,6011,2,-24705.07,1
65985063,0.0,202,6,5964,0,-22244.45,0
36576755,44987.0,447,14,6010,1,3368873.66,1
70780820,56493.0,120,3,6010,1,4963.47,0
5990895,55257.0,120,3,5641,0,-61199.18,0
70780820,13251.0,189,6,6010,1,11925.81,1
45484912,30369.0,234,7,4829,1,-2695.1,1
77171868,31143.0,194,6,4829,1,-112295.79,0
79057931,60098.0,413,13,6011,2,-4491831.54,1
95384828,72737.0,190,6,5912,0,-3344.17,0
85861930,63466.0,412,13,4829,1,-5480.03,0
55336329,76395.0,328,10,5411,0,-14081.89,1
8833326,40639.0,310,10,4829,1,-224591.58,1
70780820,9685.0,247,8,6010,1,2156.08,0
70780820,15623.0,142,4,6010,1,32678.07,0
89937916,41985.0,264,8,6011,2,-44918.32,1
5587263,0.0,261,8,5712,0,-36428.75,0
86638945,0.0,230,7,5411,0,-16920.5,1
36389053,72780.0,106,3,4814,3,-1122.96,1
63881871,75618.0,386,12,4814,3,-2245.92,0
67881606,52362.0,81,2,5411,0,-8058.35,1
78729471,61867.0,42,1,5411,0,-5255.44,0
67365860,63360.0,339,11,5331,0,-1639.52,1
70734869,71256.0,27,0,6011,4,22459.16,1
53355085,0.0,315,10,5411,0,-9468.78,0
8613826,17170.0,416,13,4814,3,-20213.24,1
56049007,23417.0,276,9,5411,0,-7515.96,0
54186907,35111.0,358,11,6010,1,17619.21,0
53120025,65204.0,341,11,5411,0,-1437.39,0
57591916,47674.0,399,13,4829,1,-278897.82,0
30388707,30940.0,384,12,6011,2,-1167876.2,0
58547140,40336.0,74,2,4814,3,-3368.87,0
